id,beaconAdvInt,beaconTxPower,beaconDeployed,beaconRSSI,beaconName,beaconMac,detectionTime,mobileModel,reg_date
1,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,439.9206,ASUS_Z00AD,10-08-17 20:49
2,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:BD,558.1056,ASUS_Z00AD,10-08-17 20:49
3,100,0,3,-73,DragBcon ,D0:B5:C2:CD:2D:E3,889.4672,ASUS_Z00AD,10-08-17 20:49
4,100,0,3,-64,DragBcon ,D0:B5:C2:CD:29:49,1434.2485,ASUS_Z00AD,10-08-17 20:49
5,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:BD,1563.2289,ASUS_Z00AD,10-08-17 20:49
6,100,0,3,-69,DragBcon ,D0:B5:C2:CD:2D:E3,1888.2473,ASUS_Z00AD,10-08-17 20:49
7,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,2447.3424,ASUS_Z00AD,10-08-17 20:49
8,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:BD,2588.3505,ASUS_Z00AD,10-08-17 20:49
9,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:E3,2912.0536,ASUS_Z00AD,10-08-17 20:49
10,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,3453.9937,ASUS_Z00AD,10-08-17 20:49
11,100,0,3,-73,DragBcon ,D0:B5:C2:CD:2D:BD,3587.5517,ASUS_Z00AD,10-08-17 20:49
12,100,0,3,-69,DragBcon ,D0:B5:C2:CD:2D:E3,3903.9337,ASUS_Z00AD,10-08-17 20:49
13,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,4457.0299,ASUS_Z00AD,10-08-17 20:49
14,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:BD,4587.6333,ASUS_Z00AD,10-08-17 20:49
15,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,4905.7539,ASUS_Z00AD,10-08-17 20:49
16,100,0,3,-67,DragBcon ,D0:B5:C2:CD:29:49,5461.4503,ASUS_Z00AD,10-08-17 20:49
17,100,0,3,-76,DragBcon ,D0:B5:C2:CD:2D:BD,5598.709,ASUS_Z00AD,10-08-17 20:49
18,100,0,3,-67,DragBcon ,D0:B5:C2:CD:2D:E3,5900.6574,ASUS_Z00AD,10-08-17 20:49
19,100,0,3,-67,DragBcon ,D0:B5:C2:CD:29:49,6469.8425,ASUS_Z00AD,10-08-17 20:49
20,100,0,3,-77,DragBcon ,D0:B5:C2:CD:2D:BD,6607.0902,ASUS_Z00AD,10-08-17 20:49
21,100,0,3,-67,DragBcon ,D0:B5:C2:CD:2D:E3,6917.6521,ASUS_Z00AD,10-08-17 20:49
