id,beaconAdvInt,beaconTxPower,beaconDeployed,beaconRSSI,beaconName,beaconMac,detectionTime,mobileModel,reg_date
1,100,0,3,-60,DragBcon ,D0:B5:C2:CD:29:49,329.8201,ASUS_Z00AD,10-08-17 20:13
2,100,0,3,-61,DragBcon ,D0:B5:C2:CD:2D:BD,619.4959,ASUS_Z00AD,10-08-17 20:13
3,100,0,3,-67,DragBcon ,D0:B5:C2:CD:2D:E3,703.8592,ASUS_Z00AD,10-08-17 20:13
4,100,0,3,-61,DragBcon ,D0:B5:C2:CD:29:49,1334.3503,ASUS_Z00AD,10-08-17 20:13
5,100,0,3,-61,DragBcon ,D0:B5:C2:CD:2D:BD,1623.386,ASUS_Z00AD,10-08-17 20:13
6,100,0,3,-62,DragBcon ,D0:B5:C2:CD:2D:E3,1710.355,ASUS_Z00AD,10-08-17 20:13
7,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,2342.2247,ASUS_Z00AD,10-08-17 20:13
8,100,0,3,-61,DragBcon ,D0:B5:C2:CD:2D:BD,2634.9161,ASUS_Z00AD,10-08-17 20:13
9,100,0,3,-63,DragBcon ,D0:B5:C2:CD:2D:E3,2724.5953,ASUS_Z00AD,10-08-17 20:13
10,100,0,3,-62,DragBcon ,D0:B5:C2:CD:29:49,3333.8881,ASUS_Z00AD,10-08-17 20:13
11,100,0,3,-60,DragBcon ,D0:B5:C2:CD:2D:BD,3659.6942,ASUS_Z00AD,10-08-17 20:13
12,100,0,3,-63,DragBcon ,D0:B5:C2:CD:2D:E3,3726.0062,ASUS_Z00AD,10-08-17 20:13
13,100,0,3,-76,DragBcon ,D0:B5:C2:CD:29:49,4339.864,ASUS_Z00AD,10-08-17 20:13
14,100,0,3,-61,DragBcon ,D0:B5:C2:CD:2D:BD,4659.6467,ASUS_Z00AD,10-08-17 20:13
15,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,4733.1565,ASUS_Z00AD,10-08-17 20:13
16,100,0,3,-82,DragBcon ,D0:B5:C2:CD:29:49,5345.3199,ASUS_Z00AD,10-08-17 20:13
17,100,0,3,-60,DragBcon ,D0:B5:C2:CD:2D:BD,5664.5749,ASUS_Z00AD,10-08-17 20:13
18,100,0,3,-65,DragBcon ,D0:B5:C2:CD:2D:E3,5738.5578,ASUS_Z00AD,10-08-17 20:13
19,100,0,3,-77,DragBcon ,D0:B5:C2:CD:29:49,6348.783,ASUS_Z00AD,10-08-17 20:13
20,100,0,3,-59,DragBcon ,D0:B5:C2:CD:2D:BD,6665.024,ASUS_Z00AD,10-08-17 20:13
21,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,6761.7164,ASUS_Z00AD,10-08-17 20:14
22,100,0,3,-77,DragBcon ,D0:B5:C2:CD:29:49,7349.1449,ASUS_Z00AD,10-08-17 20:14
23,100,0,3,-60,DragBcon ,D0:B5:C2:CD:2D:BD,7677.0725,ASUS_Z00AD,10-08-17 20:14
24,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,7745.5121,ASUS_Z00AD,10-08-17 20:14
25,100,0,3,-77,DragBcon ,D0:B5:C2:CD:29:49,8357.4502,ASUS_Z00AD,10-08-17 20:14
26,100,0,3,-65,DragBcon ,D0:B5:C2:CD:2D:E3,8753.5402,ASUS_Z00AD,10-08-17 20:14
27,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,9358.6218,ASUS_Z00AD,10-08-17 20:14
28,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:BD,9691.3274,ASUS_Z00AD,10-08-17 20:14
29,100,0,3,-80,DragBcon ,D0:B5:C2:CD:2D:E3,9758.1008,ASUS_Z00AD,10-08-17 20:14
30,100,0,3,-69,DragBcon ,D0:B5:C2:CD:29:49,10362.1368,ASUS_Z00AD,10-08-17 20:14
31,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:BD,10692.9179,ASUS_Z00AD,10-08-17 20:14
32,100,0,3,-78,DragBcon ,D0:B5:C2:CD:2D:E3,10761.4283,ASUS_Z00AD,10-08-17 20:14
33,100,0,3,-69,DragBcon ,D0:B5:C2:CD:29:49,11364.4967,ASUS_Z00AD,10-08-17 20:14
34,100,0,3,-65,DragBcon ,D0:B5:C2:CD:2D:BD,11693.4798,ASUS_Z00AD,10-08-17 20:14
35,100,0,3,-81,DragBcon ,D0:B5:C2:CD:2D:E3,11783.1614,ASUS_Z00AD,10-08-17 20:14
36,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,12369.7799,ASUS_Z00AD,10-08-17 20:14
37,100,0,3,-65,DragBcon ,D0:B5:C2:CD:2D:BD,12701.3561,ASUS_Z00AD,10-08-17 20:14
38,100,0,3,-79,DragBcon ,D0:B5:C2:CD:2D:E3,12770.1817,ASUS_Z00AD,10-08-17 20:14
39,100,0,3,-69,DragBcon ,D0:B5:C2:CD:29:49,13378.901,ASUS_Z00AD,10-08-17 20:14
