id,beaconAdvInt,beaconTxPower,beaconDeployed,beaconRSSI,beaconName,beaconMac,detectionTime,mobileModel,reg_date
1,100,0,3,-74,DragBcon ,D0:B5:C2:CD:29:49,531.7641,ASUS_Z00AD,10-08-17 17:25
2,100,0,3,-79,DragBcon ,D0:B5:C2:CD:2D:E3,576.8715,ASUS_Z00AD,10-08-17 17:25
3,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:BD,886.8753,ASUS_Z00AD,10-08-17 17:25
4,100,0,3,-72,DragBcon ,D0:B5:C2:CD:29:49,1489.2679,ASUS_Z00AD,10-08-17 17:25
5,100,0,3,-77,DragBcon ,D0:B5:C2:CD:2D:BD,1890.5208,ASUS_Z00AD,10-08-17 17:25
6,100,0,3,-71,DragBcon ,D0:B5:C2:CD:29:49,2495.4235,ASUS_Z00AD,10-08-17 17:25
7,100,0,3,-76,DragBcon ,D0:B5:C2:CD:2D:BD,2905.916,ASUS_Z00AD,10-08-17 17:25
8,100,0,3,-71,DragBcon ,D0:B5:C2:CD:29:49,3493.3287,ASUS_Z00AD,10-08-17 17:25
9,100,0,3,-85,DragBcon ,D0:B5:C2:CD:2D:E3,3589.7428,ASUS_Z00AD,10-08-17 17:25
10,100,0,3,-77,DragBcon ,D0:B5:C2:CD:2D:BD,3910.2352,ASUS_Z00AD,10-08-17 17:25
11,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,4501.0897,ASUS_Z00AD,10-08-17 17:25
12,100,0,3,-79,DragBcon ,D0:B5:C2:CD:2D:E3,4600.9907,ASUS_Z00AD,10-08-17 17:25
13,100,0,3,-76,DragBcon ,D0:B5:C2:CD:2D:BD,4899.0931,ASUS_Z00AD,10-08-17 17:25
14,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,5491.9604,ASUS_Z00AD,10-08-17 17:25
15,100,0,3,-79,DragBcon ,D0:B5:C2:CD:2D:E3,5589.4729,ASUS_Z00AD,10-08-17 17:25
16,100,0,3,-87,DragBcon ,D0:B5:C2:CD:2D:BD,5910.4712,ASUS_Z00AD,10-08-17 17:25
17,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,6510.2586,ASUS_Z00AD,10-08-17 17:25
