id,beaconAdvInt,beaconTxPower,beaconDeployed,beaconRSSI,beaconName,beaconMac,detectionTime,mobileModel,reg_date
1,100,0,3,-75,DragBcon ,D0:B5:C2:CD:29:49,552.983,ASUS_Z00AD,10-08-17 17:29
2,100,0,3,-58,DragBcon ,D0:B5:C2:CD:2D:E3,681.1241,ASUS_Z00AD,10-08-17 17:29
3,100,0,3,-72,DragBcon ,D0:B5:C2:CD:2D:BD,1041.726,ASUS_Z00AD,10-08-17 17:29
4,100,0,3,-80,DragBcon ,D0:B5:C2:CD:29:49,1554.5021,ASUS_Z00AD,10-08-17 17:29
5,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,1684.4028,ASUS_Z00AD,10-08-17 17:29
6,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:BD,2038.207,ASUS_Z00AD,10-08-17 17:29
7,100,0,3,-68,DragBcon ,D0:B5:C2:CD:29:49,2568.5027,ASUS_Z00AD,10-08-17 17:29
8,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,2703.3545,ASUS_Z00AD,10-08-17 17:29
9,100,0,3,-75,DragBcon ,D0:B5:C2:CD:2D:BD,3050.1375,ASUS_Z00AD,10-08-17 17:29
10,100,0,3,-71,DragBcon ,D0:B5:C2:CD:29:49,3569.923,ASUS_Z00AD,10-08-17 17:29
11,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:E3,3702.0755,ASUS_Z00AD,10-08-17 17:29
12,100,0,3,-69,DragBcon ,D0:B5:C2:CD:2D:BD,4055.0212,ASUS_Z00AD,10-08-17 17:29
13,100,0,3,-67,DragBcon ,D0:B5:C2:CD:29:49,4572.6369,ASUS_Z00AD,10-08-17 17:29
14,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:E3,4710.4206,ASUS_Z00AD,10-08-17 17:29
15,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:BD,5063.6786,ASUS_Z00AD,10-08-17 17:29
16,100,0,3,-66,DragBcon ,D0:B5:C2:CD:29:49,5574.9088,ASUS_Z00AD,10-08-17 17:29
17,100,0,3,-64,DragBcon ,D0:B5:C2:CD:2D:E3,5724.0663,ASUS_Z00AD,10-08-17 17:29
18,100,0,3,-69,DragBcon ,D0:B5:C2:CD:2D:BD,6065.0279,ASUS_Z00AD,10-08-17 17:29
19,100,0,3,-65,DragBcon ,D0:B5:C2:CD:29:49,6576.3359,ASUS_Z00AD,10-08-17 17:29
20,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,6722.3723,ASUS_Z00AD,10-08-17 17:29
21,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:BD,7069.9967,ASUS_Z00AD,10-08-17 17:29
22,100,0,3,-66,DragBcon ,D0:B5:C2:CD:29:49,7577.9037,ASUS_Z00AD,10-08-17 17:29
23,100,0,3,-64,DragBcon ,D0:B5:C2:CD:2D:E3,7728.7174,ASUS_Z00AD,10-08-17 17:29
24,100,0,3,-67,DragBcon ,D0:B5:C2:CD:2D:BD,8072.9771,ASUS_Z00AD,10-08-17 17:29
25,100,0,3,-65,DragBcon ,D0:B5:C2:CD:29:49,8583.7474,ASUS_Z00AD,10-08-17 17:29
26,100,0,3,-66,DragBcon ,D0:B5:C2:CD:2D:E3,8739.5672,ASUS_Z00AD,10-08-17 17:29
27,100,0,3,-67,DragBcon ,D0:B5:C2:CD:2D:BD,9081.0766,ASUS_Z00AD,10-08-17 17:29
28,100,0,3,-74,DragBcon ,D0:B5:C2:CD:29:49,9584.8923,ASUS_Z00AD,10-08-17 17:29
29,100,0,3,-78,DragBcon ,D0:B5:C2:CD:2D:E3,9745.6548,ASUS_Z00AD,10-08-17 17:29
30,100,0,3,-71,DragBcon ,D0:B5:C2:CD:2D:BD,10084.1836,ASUS_Z00AD,10-08-17 17:29
31,100,0,3,-74,DragBcon ,D0:B5:C2:CD:29:49,10584.2377,ASUS_Z00AD,10-08-17 17:29
32,100,0,3,-78,DragBcon ,D0:B5:C2:CD:2D:E3,10748.8803,ASUS_Z00AD,10-08-17 17:29
33,100,0,3,-72,DragBcon ,D0:B5:C2:CD:2D:BD,11092.4194,ASUS_Z00AD,10-08-17 17:29
34,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,11590.7458,ASUS_Z00AD,10-08-17 17:29
