id,beaconAdvInt,beaconTxPower,beaconDeployed,beaconRSSI,beaconName,beaconMac,detectionTime,mobileModel,reg_date
1,100,0,3,-72,DragBcon ,D0:B5:C2:CD:29:49,410.3358,SM-T713,04-07-17 16:51
2,100,0,3,-45,DragBcon ,D0:B5:C2:CD:2D:BD,448.102,SM-T713,04-07-17 16:51
3,100,0,3,-68,DragBcon ,D0:B5:C2:CD:2D:E3,1040.8244,SM-T713,04-07-17 16:51
4,100,0,3,-73,DragBcon ,D0:B5:C2:CD:29:49,1390.5562,SM-T713,04-07-17 16:51
5,100,0,3,-43,DragBcon ,D0:B5:C2:CD:2D:BD,1398.0602,SM-T713,04-07-17 16:51
6,100,0,3,-70,DragBcon ,D0:B5:C2:CD:2D:E3,2040.5057,SM-T713,04-07-17 16:51
7,100,0,3,-73,DragBcon ,D0:B5:C2:CD:2D:E3,3043.8347,SM-T713,04-07-17 16:51
8,100,0,3,-77,DragBcon ,D0:B5:C2:CD:29:49,3407.3929,SM-T713,04-07-17 16:51
9,100,0,3,-43,DragBcon ,D0:B5:C2:CD:2D:BD,3419.0791,SM-T713,04-07-17 16:51
10,100,0,3,-74,DragBcon ,D0:B5:C2:CD:2D:E3,4042.9376,SM-T713,04-07-17 16:51
11,100,0,3,-78,DragBcon ,D0:B5:C2:CD:2D:E3,5050.8334,SM-T713,04-07-17 16:51
12,100,0,3,-42,DragBcon ,D0:B5:C2:CD:2D:BD,5399.2462,SM-T713,04-07-17 16:51
13,100,0,3,-70,DragBcon ,D0:B5:C2:CD:29:49,9426.3389,SM-T713,04-07-17 16:51
14,100,0,3,-63,DragBcon ,D0:B5:C2:CD:2D:E3,12101.0449,SM-T713,04-07-17 16:51
15,100,0,3,-63,DragBcon ,D0:B5:C2:CD:29:49,12429.1362,SM-T713,04-07-17 16:51
16,100,0,3,-62,DragBcon ,D0:B5:C2:CD:2D:E3,18123.0101,SM-T713,04-07-17 16:51
17,100,0,3,-70,DragBcon ,D0:B5:C2:CD:2D:E3,20134.3124,SM-T713,04-07-17 16:51
